study	accession/id	sample name	azole resistance/sensitive	clinical/environmental	country																																																																																																										
rhodes	ERR9791613	C44	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791614	C45	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791615	C46	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791616	C47	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791617	C48	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791618	C49	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791619	C50	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791620	C51	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791621	C52	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791622	C53	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791623	C54	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791624	C55	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791625	C56	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791626	C57	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791627	C58	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791628	C59	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791629	C60	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791630	C61	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791631	C62	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791632	C63	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791633	C64	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791634	C65	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791635	C66	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791636	C67	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791637	C68	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791638	C69	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791639	C70	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791640	C71	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791641	C72	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791642	C73	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791643	C74	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791644	C75	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791645	C76	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791646	C77	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791647	C78	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791648	C79	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791649	C80	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791650	C81	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791651	C82	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791652	C83	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791653	C84	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791654	C85	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791655	C86	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791656	C87	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791657	C88	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791658	C89	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791659	C91	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791660	C92	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791661	C93	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791662	C95	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791663	C96	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791664	C99	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791665	C100	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791666	C103	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791667	C104	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791668	C105	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791669	C106	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791670	C107	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791671	C108	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791672	C109	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791673	C110	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791674	C111	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791675	C112	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791676	C113	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791677	C114	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791678	C115	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791679	C117	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791680	C118	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791681	C119	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791682	C120	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791683	C121	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791684	C122	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791685	C123	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791686	C124	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791687	C125	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791688	C126	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791689	C127	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791690	C128	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791691	C129	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791692	C130	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791693	C131	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791694	C132	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791695	C133	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791696	C134	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791697	C135	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791698	C136	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791699	C137	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791700	C138	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791701	C139	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791702	C140	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791703	C141	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791704	C142	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791705	C143	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791706	C144	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791707	C145	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791708	C146	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791709	C147	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791710	C148	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791711	C149	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791712	C150	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791713	C151	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791714	C152	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791715	C153	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791716	C154	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791717	C155	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791718	C156	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791719	C157	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791720	C158	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791721	C159	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791722	C160	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791723	C161	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791724	C162	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791725	C163	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791726	C164	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791727	C165	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791728	C166	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791729	C167	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791730	C168	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791731	C169	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791732	C170	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791733	C171	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791734	C172	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791735	C173	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791736	C174	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791737	C175	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791738	C176	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791739	C177	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791740	C178	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791741	C179	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791742	C180	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791743	C181	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791744	C182	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791745	C183	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791746	C184	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791747	C185	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791748	C186	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791749	C187	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791750	C188	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791751	C189	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791752	C190	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791753	C191	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791754	C220	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791755	C221	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791756	C222	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791757	C223	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791758	C246	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791759	C272	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791760	C275	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791761	C341	Resistant	Environmental	UK																																																																																																										
rhodes	ERR9791762	C342	Resistant	Environmental	UK																																																																																																										
rhodes	ERR9791763	C343	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791764	C344	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791765	C345	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791766	C346	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791767	C354	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791768	C355	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791769	C356	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791770	C357	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791771	C358	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791772	C359	Resistant	Clinical	UK																																																																																																										
rhodes	ERR9791773	C360	Unknown	Environmental	UK																																																																																																										
rhodes	ERR9791774	C361	Unknown	Clinical	UK																																																																																																										
rhodes	ERR9791775	C362	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791776	C363	Susceptible	Clinical	UK																																																																																																										
rhodes	ERR9791777	C364	Resistant	Environmental	UK																																																																																																										
rhodes	ERR9791778	C365	Resistant	Environmental	UK																																																																																																										
rhodes	ERR9791779	C366	Resistant	Environmental	UK																																																																																																										
rhodes	ERR9791780	C367	Susceptible	Environmental	UK																																																																																																										
rhodes	ERR9791781	C368	Resistant	Environmental	UK																																																																																																										
rhodes	ERR9791782	C369	Susceptible	Environmental	UK																																																																																																										
shelton	ERR12374153	E288/SS18-005-02-1/4_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374154	E289/SS18-005-02-2/4	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374155	E290/SS18-007-02-1/4	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374156	E291/SS18-007-02-4/4_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374157	E292/SS18-013-01-1/8	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374158	E293/SS18-013-01-7/8_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374159	E294/SS18-040-01-1/17	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374160	E296/SS18-040-01-17/17_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374161	E298/SS18-056-02-1/6_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374162	E299/SS18-056-02-2/6	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374163	E300/SS18-056-02-3/6	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374164	E302/SS18-056-02-4/6_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374165	E304/SS18-056-02-5/6_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374166	E305/SS18-056-02-6/6_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374167	E306/SS18-068-01-1/6	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374168	E307/SS18-068-01-2/6_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374169	E309/SS18-068-01-3/6_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374170	E311/SS18-075-01-1/2	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374171	E312/SS18-075-01-2/2_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374172	E313/SS18-082-01-1/8	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374173	E315/SS18-082-01-3/8_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374174	E316/SS18-082-01-4/8_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374175	E318/SS18-082-01-5/8_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374176	E322/SS18-082-01-8/8_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374177	E323/SS18-084-02-1/2	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374178	E325/SS18-084-02-2/2_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374179	E326/SS18-085-01-1/3	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374180	E327/SS18-085-01-2/3_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374181	E329/SS18-177-02-2/4	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374182	E342/SS18-193-02-1/3_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374183	E343/SS18-193-02-2/3_1o	Susceptible	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374184	E344/SS18-193-02-3/3	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374185	E345/SS18-202-02-1/19	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374186	E347/SS18-202-02-16/19_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374187	E349/SS18-204-01-12/16_2o	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374188	E350/SS18-204-01-1/16	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374189	E351/SS18-204-01-2/16	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374190	E352/SS18-204-01-3/16	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374191	E353/SS18-204-01-6/16_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374192	E355/SS18-204-01-7/16_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374193	E357/SS18-257-01-1/4_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374194	E359/SS18-261-02-1/8_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374195	E360/SS18-261-02-2/8	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374196	E361/SS18-261-02-6/8	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374197	E363/	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374198	E364/SS18-278-02-8/8_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374199	E365/SS18-285-01-1/3_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374200	E371/SS18-340-01-1/11	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374201	E372/SS18-340-01-2/11	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374202	E373/SS18-340-01-7/11_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374203	E374/SS18-340-01-8/11_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374204	E376/SS18-381-02-1/2_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374205	E377/SS18-381-02-2/2	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374206	E378/SS18-074-02-1/1_2o	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374207	E379/SS18-139-01-1/1_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374208	E381/SS18-074-02-1/1_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374209	E382/SS18-139-01-1/1_2o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374210	E383/SS18-143-01-1/1_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374211	E385/SS18-251-01-1/1_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374212	E386/SS18-304-01-1/1_1o	Resistant	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374213	E387/SS18-375-01-1/1	Unknown	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
shelton	ERR12374214	E388/SS18-423-01-1/1_1o	Susceptible	Environmental	UK																											2023-12-19T12:32:51Z	2023-12-19T12:32:51Z	Aspergillus fumigatus	United Kingdom																																																																												
ZHAO	SRR11977809	IFM47072	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977810	IFM47064	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977811	IFM46896	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977812	IFM46074	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977813	IFM62709	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977814	IFM62686	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977815	IFM62517	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977816	IFM62313	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977817	IFM62153	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977818	IFM61959	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977819	IFM61572	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977820	IFM59987	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977821	IFM41392	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977822	IFM59985	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977823	IFM59972	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977824	IFM59633	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977825	IFM59362	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977826	IFM59359	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977827	IFM59357	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977828	IFM59073	Susceptible	Clinical	Japan																																																																																																										
ZHAO	SRR11977829	IFM58524	Susceptible	Clinical	Japan																																																																																																										
